Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Gia_trieu,Tuổi xe
Suzuki,Hayate,2012,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,5.0,13
Honda,Wave,2014,6666,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.5,11
Honda,Air Blade,2008,2000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,7.5,17
Honda,SH,2015,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.0,10
Honda,Future,2008,10000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,32.0,17
Yamaha,Mio,2008,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.6,17
Honda,Wave,2016,35000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.5,9
Yamaha,Freego,2021,9000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,22.5,4
Honda,SH,2018,46000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,78.0,7
SYM,Elizabeth,2011,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.0,14
VinFast,Vento S,2022,21500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,36.0,3
Honda,Lead,2014,9700,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,16.0,11
Yamaha,Jupiter,2023,10000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,19.0,2
Honda,Winner X,2023,8000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,32.5,2
Honda,Winner X,2022,19000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,25.5,3
Yamaha,Nozza,2014,6666,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.5,11
Honda,Wave,2016,15000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,8.0,9
Honda,Vision,2012,12000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,13.0,13
Yamaha,Mio,2016,52000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,4.5,9
Honda,PCX,2011,127000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,13.0,14
Honda,Winner X,2023,9000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,30.5,2
Yamaha,Sirius,2024,1500,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,16.0,1
Honda,Vision,2018,40000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,22.0,7
Honda,Future,2016,10000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,25.0,9
SYM,Attila,2010,100000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.5,15
Honda,SH,2017,28000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,72.0,8
Piaggio,Vespa,2022,2400,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,59.0,3
Honda,Dream,1996,43500,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,14.0,29
Honda,67,2017,99999,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Đang cập nhật,38.0,8
Hãng khác,Dòng khác,2020,12000,Đã sử dụng,Xe số,Dưới 50 cc,Trung Quốc,9.5,5
Yamaha,Jupiter,2024,9940,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,22.5,1
Piaggio,Vespa,2015,35833,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,10
Honda,Vario,2017,10000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,30.0,8
Honda,MSX 125,2017,56999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,21.5,8
Yamaha,Nouvo,2012,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,2.9,13
Honda,Vision,2017,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,16.5,8
Yamaha,Dòng khác,2024,4800,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,35.0,1
Yamaha,XSR,2023,4156,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,67.5,2
Honda,Scoopy,2022,28900,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,29.125,3
Honda,Vision,2017,29000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,20.3,8
Honda,Future,2001,22000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,9.7,24
Honda,SH,2010,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,75.0,15
Honda,Lead,2021,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,4
Yamaha,Exciter,2010,44999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,55.0,15
Suzuki,Xbike,2012,50000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,5.6,13
Honda,Wave,2021,4400,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,18.0,4
Honda,SH,2021,26000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,64.5,4
Yamaha,Exciter,2022,4754,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,36.0,3
Yamaha,Jupiter,2004,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,5.9,21
Honda,Air Blade,2008,36000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,8.35,17
Suzuki,Viva,2013,40000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.5,12
Piaggio,GTS,2019,26000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,41.0,6
Honda,Lead,2013,42333,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.6,12
Yamaha,Grande,2016,45333,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,17.2,9
Honda,Lead,2012,83333,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,7.6,13
Yamaha,TFX,2017,17000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,31.0,8
Piaggio,Vespa,2023,8000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,70.0,2
Honda,Cub,1998,10,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,16.0,27
Yamaha,TFX,2017,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Ấn Độ,29.9,8
Honda,Air Blade,2025,12399,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,1.0,0
Honda,SH,2011,53000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,80.0,14
Piaggio,LX,2010,200000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,6.0,15
Yamaha,Nvx,2024,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,42.0,1
Honda,Vario,2022,22000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,33.0,3
Honda,Dream,1992,100000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,27.0,33
Honda,SH Mode,2018,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,68.686,7
Honda,SH Mode,2023,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,60.0,2
Honda,Wave,2019,9000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,16.5,6
Honda,SH Mode,2016,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,34.5,9
Honda,Wave,2024,851,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,75.0,1
Honda,Dòng khác,2023,9300,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,3.0,2
Honda,SH,2022,34000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,64.0,3
Honda,Dylan,2015,680000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,13.5,10
Yamaha,Exciter,2013,9000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,29.0,12
Yamaha,Sirius,2018,50000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,10.2,7
Honda,Lead,2016,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,19.0,9
Honda,Lead,2019,15000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,29.8,6
SYM,Elizabeth,2014,50000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,5.7,11
Yamaha,Exciter,2010,45000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,57.8,15
Honda,Air Blade,2012,81000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.0,13
Honda,MSX 125,2021,7700,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,48.0,4
Yamaha,Janus,2023,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,20.8,2
Honda,SH,2012,38000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,172.0,13
Honda,SH,2017,35970,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,70.0,8
Yamaha,Nvx,2022,14500,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,28.0,3
SYM,Attila,2008,55555,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,4.0,17
Honda,Air Blade,2022,23000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,41.0,3
Honda,Vision,2023,80000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,29.0,2
Honda,Lead,2024,6400,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,45.0,1
Honda,Future,2002,2869,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,14.0,23
Honda,Blade,2017,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,8
Honda,Future,2010,30000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,31.0,15
Honda,Wave,2002,3000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,18.0,23
Honda,Air Blade,2011,57000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,8.9,14
Honda,Air Blade,2020,19,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,32.5,5
Honda,SH,2023,5000,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,117.5,2
Honda,SH,2011,11800,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,185.0,14
Suzuki,Hayate,2008,450000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.8,17
Suzuki,GSX,2018,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,30.0,7
Honda,Future,2010,36792,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,29.0,15
Honda,Future,2010,36792,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,29.0,15
SYM,Husky,2018,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan,18.0,7
Kawasaki,Z1000,2014,250000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,143.333333,11
Honda,Winner,2017,50,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.0,8
Honda,SH,2017,70000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,66.0,8
Yamaha,Exciter,2017,83000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Việt Nam,16.0,8
SYM,Husky,1998,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan,20.0,27
Honda,Vision,2012,2,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,10.8,13
Yamaha,Nouvo,2009,29999,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,5.9,16
Honda,Dylan,2004,110000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,10.0,21
Honda,SH,2019,28000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,75.0,6
Honda,Air Blade,2011,50000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,31.0,14
Honda,Spacy,2005,43941,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,80.0,20
Honda,Wave,2008,30000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.2,17
Yamaha,Sirius,2020,20000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.0,5
Hãng khác,Dòng khác,2010,9000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,35.0,15
Yamaha,Mio,2009,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,8.0,16
Honda,Vario,2019,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,29.5,6
Piaggio,Vespa,2014,64446,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,31.0,11
Honda,SH,2012,65000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,200.0,13
Honda,Air Blade,2010,34000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,40.0,15
Yamaha,Sirius,2012,149494,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,8.0,13
Kawasaki,W175,2018,18700,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,42.0,7
Honda,Blade,2018,35000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,9.5,7
Honda,SH,2019,19000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,68.0,6
Honda,SH,2018,24000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,56.8,7
Piaggio,Vespa S125,2022,19577,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,59.95,3
Honda,Air Blade,2012,46000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.5,13
Yamaha,Mio,2009,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,5.5,16
Yamaha,Sirius,2014,65000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,8.0,11
Yamaha,Sirius,2014,123456,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,9.5,11
Piaggio,Vespa,2013,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.5,12
Honda,SH,2019,25,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,73.0,6
Honda,Spacy,2008,26000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,90.0,17
Yamaha,Sirius,2024,200000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,18.0,1
Honda,SH,2017,7000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,70.0,8
Honda,Winner X,2023,15000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,27.0,2
Honda,SH,2012,180000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.0,13
Honda,Dòng khác,1992,50000,Đã sử dụng,Tay ga,Trên 175 cc,Nhật Bản,125.0,33
Honda,Blade,2018,38000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,12.99,7
Piaggio,Vespa,2018,27000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,41.0,7
Honda,SH,2019,38000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,78.0,6
Honda,Air Blade,2010,60000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,8.9,15
Honda,Vario,2019,14000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,38.5,6
Yamaha,Jupiter,2011,30000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,7.2,14
Honda,SH,2012,9999,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,110.0,13
Honda,SH,2018,240000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,60.0,7
Honda,Air Blade,2013,65000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,17.5,12
Yamaha,Dòng khác,2023,18000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,23.0,2
Honda,Vision,2023,4179,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.0,2
Honda,Vision,2023,4178,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.0,2
Yamaha,Dòng khác,2015,32000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,19.0,10
Yamaha,Nozza,2024,512,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,45.0,1
Honda,Air Blade,2016,29000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,19.0,9
Honda,SH,2010,81000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,200.0,15
Honda,Rebel,2023,3000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Việt Nam,140.0,2
Honda,SH,2011,32000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,125.0,14
Honda,Blade,2021,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.5,4
Honda,SH,2007,70000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,70.0,18
SYM,Angela,2019,21850,Đã sử dụng,Xe số,Dưới 50 cc,Việt Nam,12.0,6
Yamaha,Nozza,2012,17000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.268688,13
Detech,Espero,2025,150,Đã sử dụng,Xe số,Dưới 50 cc,Việt Nam,13.5,0
Honda,Click,2014,1000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.5,11
Honda,Dream,1999,200000,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,20.0,26
Honda,Wave,2011,23000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,9.5,14
Honda,Win,1994,53000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Nước khác,10.0,31
Yamaha,Janus,2018,33950,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,13.5,7
Honda,Air Blade,2019,93934,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,23.5,6
Honda,CBR,2021,15000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,172.0,4
Yamaha,Janus,2022,25100,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,21.5,3
Honda,PCX,2018,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,40.5,7
Honda,Dòng khác,2020,10000,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,25.0,5
Honda,SH,2017,32000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,60.0,8
Honda,CBR,2017,19000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,35.0,8
Honda,Vario,2019,60000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,27.0,6
Piaggio,LX,2012,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.0,13
Honda,Vision,2019,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,26.5,6
Yamaha,XMAX,2023,14000,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,109.0,2
Piaggio,GT,2019,9000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,75.0,6
Yamaha,Exciter,2015,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,22.5,10
Honda,@,2018,41000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,11.8,7
Honda,Air Blade,2010,5000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,50.0,15
Honda,Lead,2011,35000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,8.9,14
Honda,SH,2017,48000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,160.0,8
Honda,Win,1997,20000,Đã sử dụng,Xe số,50 - 100 cc,Nước khác,10.5,28
Honda,Lead,2012,45890,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,8.0,13
Honda,Wave,2017,54000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.0,8
Honda,Wave,1995,82590,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.0,30
Yamaha,Jupiter,2010,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,4.5,15
Honda,Winner X,2020,26000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,16.0,5
Honda,SH,2023,5200,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,69.0,2
Honda,Lead,2013,35363,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,16.0,12
Nioshima,Nio Fi 50cc,2021,23000,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,9.2,4
SYM,Attila,2006,12345,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,2.9,19
Yamaha,Jupiter,2007,50000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,15.5,18
Honda,Winner,2018,400000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,17.0,7
Yamaha,Taurus,2020,11000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,4.5,5
Honda,SH,2023,5100,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,70.0,2
Honda,Lead,2021,220000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,38.5,4
Yamaha,TFX,2018,23000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,31.0,7
Yamaha,Luvias,2011,40000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.0,14
Honda,Air Blade,2023,37,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,38.0,2
Yamaha,Nouvo,2015,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.2,10
Suzuki,Axelo,2017,80000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,5.0,8
Honda,Wave,2023,23000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,16.0,2
Honda,Future,2013,950000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,30.0,12
Hãng khác,Dòng khác,2021,10000,Đã sử dụng,Tay ga,Dưới 50 cc,Nước khác,8.0,4
Honda,SH Mode,2016,55000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,35.0,9
Suzuki,GN,1996,88888,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,18.0,29
Yamaha,Exciter,2017,24000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,8
Honda,Future,2019,12000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.0,6
Honda,Lead,2021,250000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,41.5,4
Honda,SH Mode,2021,17000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,53.5,4
Honda,Future,2000,15,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,9.9,25
Honda,Vision,2018,50000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,22.5,7
Honda,Future,2018,105000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,18.5,7
Piaggio,LX,2012,800000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,9.5,13
Honda,@,2010,30000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,12.0,15
Suzuki,Dòng khác,2002,30,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,23.5,23
Honda,Vision,2019,48775,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,21.0,6
Honda,Wave,2015,123456,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,7.7,10
Honda,Vision,2019,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,24.0,6
Honda,Cub,2023,42000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,18.0,2
Honda,Air Blade,2012,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,8.5,13
Honda,Air Blade,2014,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,14.8,11
Honda,Vision,2019,48775,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,21.5,6
Honda,Vision,2022,5000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,29.0,3
Yamaha,Janus,2020,16000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,14.5,5
Suzuki,Viva,2001,2345,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.0,24
Honda,Vision,2013,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,9.0,12
Honda,SH,2017,19000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,37.0,8
Honda,Air Blade,2012,63000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,13
Honda,Air Blade,2012,63000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,13
Honda,Winner X,2020,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,19.0,5
Honda,SH,2024,3500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,76.0,1
SYM,Elegant,2010,20000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,1.8,15
Honda,Vision,2019,19000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,26.5,6
Honda,SH,2011,18000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,173.0,14
Suzuki,Raider,2018,58000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,22.0,7
Honda,SH,2009,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,115.0,16
Honda,SH,2009,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,110.0,16
Yamaha,Sirius,2017,2000,Đã sử dụng,Xe số,Dưới 50 cc,Hàn Quốc,6.0,8
Yamaha,Exciter,2013,93966,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,12
Honda,Winner X,2022,5640,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,30.0,3
Honda,Dòng khác,2005,23000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.0,20
Honda,Vision,2013,39931,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,8.0,12
Yamaha,NM-X,2017,11000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,49.55,8
Honda,Lead,2013,50000,Đã sử dụng,Tay ga,Không biết rõ,Đang cập nhật,16.5,12
Kawasaki,Z650,2018,1200,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,91.9,7
Yamaha,Mio,2012,100000,Đã sử dụng,Tay ga,100 - 175 cc,Hàn Quốc,5.5,13
Yamaha,Janus,2018,28615,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,14.0,7
Honda,Future,2005,98612,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,3.7,20
GPX,Demon 150GN,2021,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,22.0,4
Honda,Air Blade,2017,39000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,22.8,8
Honda,CBR,2022,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,40.0,3
Honda,SH,2022,11000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,66.0,3
Piaggio,Vespa,2011,13000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,15.0,14
Piaggio,Liberty,2013,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,9.0,12
Hãng khác,Dòng khác,2014,999,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,4.0,11
Honda,Lead,2022,2700,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,42.0,3
Kawasaki,Z650,2018,23000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,84.999999,7
Honda,SH,2010,40000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,91.0,15
